"REF_DATE","GEO","DGUID","Census year (2)","Age (in single years), average age and median age (128)","Gender (3a)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Quebec","2021A000224","2021","12","Total - Gender","","0","units","0","","26.1.18.1","100185","","","","0"
"2021","Quebec","2021A000224","2021","12","Men+","","0","units","0","","26.1.18.2","51350","","","","0"
"2021","Quebec","2021A000224","2021","12","Women+","","0","units","0","","26.1.18.3","48835","","","","0"
"2021","Quebec","2021A000224","2021","13","Total - Gender","","0","units","0","","26.1.19.1","97185","","","","0"
"2021","Quebec","2021A000224","2021","13","Men+","","0","units","0","","26.1.19.2","49705","","","","0"
"2021","Quebec","2021A000224","2021","13","Women+","","0","units","0","","26.1.19.3","47480","","","","0"
"2021","Quebec","2021A000224","2021","14","Total - Gender","","0","units","0","","26.1.20.1","93435","","","","0"
"2021","Quebec","2021A000224","2021","14","Men+","","0","units","0","","26.1.20.2","48015","","","","0"
"2021","Quebec","2021A000224","2021","14","Women+","","0","units","0","","26.1.20.3","45420","","","","0"
"2021","Quebec","2021A000224","2021","15 to 64 years","Total - Gender","","0","units","0","","26.1.21.1","5356940","","","","0"
"2021","Quebec","2021A000224","2021","15 to 64 years","Men+","","0","units","0","","26.1.21.2","2686745","","","","0"
"2021","Quebec","2021A000224","2021","15 to 64 years","Women+","","0","units","0","","26.1.21.3","2670195","","","","0"
"2021","Quebec","2021A000224","2021","15 to 19 years","Total - Gender","","0","units","0","","26.1.22.1","429395","","","","0"
"2021","Quebec","2021A000224","2021","15 to 19 years","Men+","","0","units","0","","26.1.22.2","219405","","","","0"
"2021","Quebec","2021A000224","2021","15 to 19 years","Women+","","0","units","0","","26.1.22.3","210000","","","","0"
"2021","Quebec","2021A000224","2021","15","Total - Gender","","0","units","0","","26.1.23.1","89320","","","","0"
"2021","Quebec","2021A000224","2021","15","Men+","","0","units","0","","26.1.23.2","45580","","","","0"
"2021","Quebec","2021A000224","2021","15","Women+","","0","units","0","","26.1.23.3","43745","","","","0"
"2021","Quebec","2021A000224","2021","16","Total - Gender","","0","units","0","","26.1.24.1","85570","","","","0"
"2021","Quebec","2021A000224","2021","16","Men+","","0","units","0","","26.1.24.2","44040","","","","0"
"2021","Quebec","2021A000224","2021","16","Women+","","0","units","0","","26.1.24.3","41530","","","","0"
"2021","Quebec","2021A000224","2021","17","Total - Gender","","0","units","0","","26.1.25.1","84920","","","","0"
"2021","Quebec","2021A000224","2021","17","Men+","","0","units","0","","26.1.25.2","43390","","","","0"
"2021","Quebec","2021A000224","2021","17","Women+","","0","units","0","","26.1.25.3","41525","","","","0"
"2021","Quebec","2021A000224","2021","18","Total - Gender","","0","units","0","","26.1.26.1","83390","","","","0"
"2021","Quebec","2021A000224","2021","18","Men+","","0","units","0","","26.1.26.2","42485","","","","0"
"2021","Quebec","2021A000224","2021","18","Women+","","0","units","0","","26.1.26.3","40900","","","","0"
"2021","Quebec","2021A000224","2021","19","Total - Gender","","0","units","0","","26.1.27.1","86205","","","","0"
"2021","Quebec","2021A000224","2021","19","Men+","","0","units","0","","26.1.27.2","43905","","","","0"
"2021","Quebec","2021A000224","2021","19","Women+","","0","units","0","","26.1.27.3","42305","","","","0"
"2021","Quebec","2021A000224","2021","20 to 24 years","Total - Gender","","0","units","0","","26.1.28.1","460655","","","","0"
"2021","Quebec","2021A000224","2021","20 to 24 years","Men+","","0","units","0","","26.1.28.2","235255","","","","0"
"2021","Quebec","2021A000224","2021","20 to 24 years","Women+","","0","units","0","","26.1.28.3","225410","","","","0"
"2021","Quebec","2021A000224","2021","20","Total - Gender","","0","units","0","","26.1.29.1","88875","","","","0"
"2021","Quebec","2021A000224","2021","20","Men+","","0","units","0","","26.1.29.2","45460","","","","0"
"2021","Quebec","2021A000224","2021","20","Women+","","0","units","0","","26.1.29.3","43415","","","","0"
"2021","Quebec","2021A000224","2021","21","Total - Gender","","0","units","0","","26.1.30.1","91125","","","","0"
"2021","Quebec","2021A000224","2021","21","Men+","","0","units","0","","26.1.30.2","46445","","","","0"
"2021","Quebec","2021A000224","2021","21","Women+","","0","units","0","","26.1.30.3","44680","","","","0"
"2021","Quebec","2021A000224","2021","22","Total - Gender","","0","units","0","","26.1.31.1","89685","","","","0"
"2021","Quebec","2021A000224","2021","22","Men+","","0","units","0","","26.1.31.2","45825","","","","0"
"2021","Quebec","2021A000224","2021","22","Women+","","0","units","0","","26.1.31.3","43860","","","","0"
"2021","Quebec","2021A000224","2021","23","Total - Gender","","0","units","0","","26.1.32.1","93060","","","","0"
"2021","Quebec","2021A000224","2021","23","Men+","","0","units","0","","26.1.32.2","47260","","","","0"
"2021","Quebec","2021A000224","2021","23","Women+","","0","units","0","","26.1.32.3","45805","","","","0"
"2021","Quebec","2021A000224","2021","24","Total - Gender","","0","units","0","","26.1.33.1","97910","","","","0"
"2021","Quebec","2021A000224","2021","24","Men+","","0","units","0","","26.1.33.2","50260","","","","0"
"2021","Quebec","2021A000224","2021","24","Women+","","0","units","0","","26.1.33.3","47650","","","","0"
"2021","Quebec","2021A000224","2021","25 to 29 years","Total - Gender","","0","units","0","","26.1.34.1","527155","","","","0"
"2021","Quebec","2021A000224","2021","25 to 29 years","Men+","","0","units","0","","26.1.34.2","266455","","","","0"
"2021","Quebec","2021A000224","2021","25 to 29 years","Women+","","0","units","0","","26.1.34.3","260695","","","","0"
"2021","Quebec","2021A000224","2021","25","Total - Gender","","0","units","0","","26.1.35.1","101130","","","","0"
"2021","Quebec","2021A000224","2021","25","Men+","","0","units","0","","26.1.35.2","51385","","","","0"
"2021","Quebec","2021A000224","2021","25","Women+","","0","units","0","","26.1.35.3","49750","","","","0"
"2021","Quebec","2021A000224","2021","26","Total - Gender","","0","units","0","","26.1.36.1","102960","","","","0"
"2021","Quebec","2021A000224","2021","26","Men+","","0","units","0","","26.1.36.2","52140","","","","0"
"2021","Quebec","2021A000224","2021","26","Women+","","0","units","0","","26.1.36.3","50820","","","","0"
"2021","Quebec","2021A000224","2021","27","Total - Gender","","0","units","0","","26.1.37.1","104410","","","","0"
"2021","Quebec","2021A000224","2021","27","Men+","","0","units","0","","26.1.37.2","52825","","","","0"
"2021","Quebec","2021A000224","2021","27","Women+","","0","units","0","","26.1.37.3","51585","","","","0"
"2021","Quebec","2021A000224","2021","28","Total - Gender","","0","units","0","","26.1.38.1","107800","","","","0"
"2021","Quebec","2021A000224","2021","28","Men+","","0","units","0","","26.1.38.2","54360","","","","0"
"2021","Quebec","2021A000224","2021","28","Women+","","0","units","0","","26.1.38.3","53440","","","","0"
"2021","Quebec","2021A000224","2021","29","Total - Gender","","0","units","0","","26.1.39.1","110850","","","","0"
"2021","Quebec","2021A000224","2021","29","Men+","","0","units","0","","26.1.39.2","55745","","","","0"
"2021","Quebec","2021A000224","2021","29","Women+","","0","units","0","","26.1.39.3","55100","","","","0"
"2021","Quebec","2021A000224","2021","30 to 34 years","Total - Gender","","0","units","0","","26.1.40.1","536045","","","","0"
"2021","Quebec","2021A000224","2021","30 to 34 years","Men+","","0","units","0","","26.1.40.2","267770","","","","0"
"2021","Quebec","2021A000224","2021","30 to 34 years","Women+","","0","units","0","","26.1.40.3","268275","","","","0"
"2021","Quebec","2021A000224","2021","30","Total - Gender","","0","units","0","","26.1.41.1","113280","","","","0"
"2021","Quebec","2021A000224","2021","30","Men+","","0","units","0","","26.1.41.2","56875","","","","0"
"2021","Quebec","2021A000224","2021","30","Women+","","0","units","0","","26.1.41.3","56405","","","","0"
"2021","Quebec","2021A000224","2021","31","Total - Gender","","0","units","0","","26.1.42.1","110965","","","","0"
"2021","Quebec","2021A000224","2021","31","Men+","","0","units","0","","26.1.42.2","55465","","","","0"
"2021","Quebec","2021A000224","2021","31","Women+","","0","units","0","","26.1.42.3","55500","","","","0"
"2021","Quebec","2021A000224","2021","32","Total - Gender","","0","units","0","","26.1.43.1","105310","","","","0"
"2021","Quebec","2021A000224","2021","32","Men+","","0","units","0","","26.1.43.2","52820","","","","0"
"2021","Quebec","2021A000224","2021","32","Women+","","0","units","0","","26.1.43.3","52490","","","","0"
"2021","Quebec","2021A000224","2021","33","Total - Gender","","0","units","0","","26.1.44.1","102605","","","","0"
"2021","Quebec","2021A000224","2021","33","Men+","","0","units","0","","26.1.44.2","51125","","","","0"
"2021","Quebec","2021A000224","2021","33","Women+","","0","units","0","","26.1.44.3","51485","","","","0"
"2021","Quebec","2021A000224","2021","34","Total - Gender","","0","units","0","","26.1.45.1","103880","","","","0"
"2021","Quebec","2021A000224","2021","34","Men+","","0","units","0","","26.1.45.2","51490","","","","0"
"2021","Quebec","2021A000224","2021","34","Women+","","0","units","0","","26.1.45.3","52395","","","","0"
"2021","Quebec","2021A000224","2021","35 to 39 years","Total - Gender","","0","units","0","","26.1.46.1","550430","","","","0"
"2021","Quebec","2021A000224","2021","35 to 39 years","Men+","","0","units","0","","26.1.46.2","274350","","","","0"
"2021","Quebec","2021A000224","2021","35 to 39 years","Women+","","0","units","0","","26.1.46.3","276075","","","","0"
"2021","Quebec","2021A000224","2021","35","Total - Gender","","0","units","0","","26.1.47.1","106710","","","","0"
"2021","Quebec","2021A000224","2021","35","Men+","","0","units","0","","26.1.47.2","53335","","","","0"
"2021","Quebec","2021A000224","2021","35","Women+","","0","units","0","","26.1.47.3","53375","","","","0"
"2021","Quebec","2021A000224","2021","36","Total - Gender","","0","units","0","","26.1.48.1","108635","","","","0"
"2021","Quebec","2021A000224","2021","36","Men+","","0","units","0","","26.1.48.2","53860","","","","0"
"2021","Quebec","2021A000224","2021","36","Women+","","0","units","0","","26.1.48.3","54775","","","","0"
"2021","Quebec","2021A000224","2021","37","Total - Gender","","0","units","0","","26.1.49.1","110120","","","","0"
"2021","Quebec","2021A000224","2021","37","Men+","","0","units","0","","26.1.49.2","54965","","","","0"
"2021","Quebec","2021A000224","2021","37","Women+","","0","units","0","","26.1.49.3","55155","","","","0"
"2021","Quebec","2021A000224","2021","38","Total - Gender","","0","units","0","","26.1.50.1","110620","","","","0"
"2021","Quebec","2021A000224","2021","38","Men+","","0","units","0","","26.1.50.2","54835","","","","0"
"2021","Quebec","2021A000224","2021","38","Women+","","0","units","0","","26.1.50.3","55790","","","","0"
"2021","Quebec","2021A000224","2021","39","Total - Gender","","0","units","0","","26.1.51.1","114345","","","","0"
"2021","Quebec","2021A000224","2021","39","Men+","","0","units","0","","26.1.51.2","57365","","","","0"
"2021","Quebec","2021A000224","2021","39","Women+","","0","units","0","","26.1.51.3","56980","","","","0"
"2021","Quebec","2021A000224","2021","40 to 44 years","Total - Gender","","0","units","0","","26.1.52.1","572560","","","","0"
"2021","Quebec","2021A000224","2021","40 to 44 years","Men+","","0","units","0","","26.1.52.2","286400","","","","0"
"2021","Quebec","2021A000224","2021","40 to 44 years","Women+","","0","units","0","","26.1.52.3","286160","","","","0"
"2021","Quebec","2021A000224","2021","40","Total - Gender","","0","units","0","","26.1.53.1","117920","","","","0"
"2021","Quebec","2021A000224","2021","40","Men+","","0","units","0","","26.1.53.2","58860","","","","0"
"2021","Quebec","2021A000224","2021","40","Women+","","0","units","0","","26.1.53.3","59060","","","","0"
"2021","Quebec","2021A000224","2021","41","Total - Gender","","0","units","0","","26.1.54.1","117650","","","","0"
"2021","Quebec","2021A000224","2021","41","Men+","","0","units","0","","26.1.54.2","58980","","","","0"
"2021","Quebec","2021A000224","2021","41","Women+","","0","units","0","","26.1.54.3","58675","","","","0"
"2021","Quebec","2021A000224","2021","42","Total - Gender","","0","units","0","","26.1.55.1","114010","","","","0"
"2021","Quebec","2021A000224","2021","42","Men+","","0","units","0","","26.1.55.2","56925","","","","0"
"2021","Quebec","2021A000224","2021","42","Women+","","0","units","0","","26.1.55.3","57080","","","","0"
"2021","Quebec","2021A000224","2021","43","Total - Gender","","0","units","0","","26.1.56.1","111855","","","","0"
"2021","Quebec","2021A000224","2021","43","Men+","","0","units","0","","26.1.56.2","55955","","","","0"
"2021","Quebec","2021A000224","2021","43","Women+","","0","units","0","","26.1.56.3","55900","","","","0"
"2021","Quebec","2021A000224","2021","44","Total - Gender","","0","units","0","","26.1.57.1","111130","","","","0"
"2021","Quebec","2021A000224","2021","44","Men+","","0","units","0","","26.1.57.2","55680","","","","0"
"2021","Quebec","2021A000224","2021","44","Women+","","0","units","0","","26.1.57.3","55450","","","","0"
"2021","Quebec","2021A000224","2021","45 to 49 years","Total - Gender","","0","units","0","","26.1.58.1","516465","","","","0"
"2021","Quebec","2021A000224","2021","45 to 49 years","Men+","","0","units","0","","26.1.58.2","259560","","","","0"
"2021","Quebec","2021A000224","2021","45 to 49 years","Women+","","0","units","0","","26.1.58.3","256900","","","","0"
"2021","Quebec","2021A000224","2021","45","Total - Gender","","0","units","0","","26.1.59.1","108130","","","","0"
"2021","Quebec","2021A000224","2021","45","Men+","","0","units","0","","26.1.59.2","54315","","","","0"
"2021","Quebec","2021A000224","2021","45","Women+","","0","units","0","","26.1.59.3","53815","","","","0"
"2021","Quebec","2021A000224","2021","46","Total - Gender","","0","units","0","","26.1.60.1","107490","","","","0"
"2021","Quebec","2021A000224","2021","46","Men+","","0","units","0","","26.1.60.2","54090","","","","0"
"2021","Quebec","2021A000224","2021","46","Women+","","0","units","0","","26.1.60.3","53400","","","","0"
"2021","Quebec","2021A000224","2021","47","Total - Gender","","0","units","0","","26.1.61.1","101640","","","","0"
"2021","Quebec","2021A000224","2021","47","Men+","","0","units","0","","26.1.61.2","50815","","","","0"
"2021","Quebec","2021A000224","2021","47","Women+","","0","units","0","","26.1.61.3","50825","","","","0"
"2021","Quebec","2021A000224","2021","48","Total - Gender","","0","units","0","","26.1.62.1","99155","","","","0"
"2021","Quebec","2021A000224","2021","48","Men+","","0","units","0","","26.1.62.2","50015","","","","0"
"2021","Quebec","2021A000224","2021","48","Women+","","0","units","0","","26.1.62.3","49135","","","","0"
"2021","Quebec","2021A000224","2021","49","Total - Gender","","0","units","0","","26.1.63.1","100055","","","","0"
"2021","Quebec","2021A000224","2021","49","Men+","","0","units","0","","26.1.63.2","50325","","","","0"
"2021","Quebec","2021A000224","2021","49","Women+","","0","units","0","","26.1.63.3","49730","","","","0"
"2021","Quebec","2021A000224","2021","50 to 54 years","Total - Gender","","0","units","0","","26.1.64.1","522935","","","","0"
"2021","Quebec","2021A000224","2021","50 to 54 years","Men+","","0","units","0","","26.1.64.2","262610","","","","0"
"2021","Quebec","2021A000224","2021","50 to 54 years","Women+","","0","units","0","","26.1.64.3","260330","","","","0"
"2021","Quebec","2021A000224","2021","50","Total - Gender","","0","units","0","","26.1.65.1","104160","","","","0"
"2021","Quebec","2021A000224","2021","50","Men+","","0","units","0","","26.1.65.2","52400","","","","0"
"2021","Quebec","2021A000224","2021","50","Women+","","0","units","0","","26.1.65.3","51760","","","","0"
"2021","Quebec","2021A000224","2021","51","Total - Gender","","0","units","0","","26.1.66.1","104100","","","","0"
"2021","Quebec","2021A000224","2021","51","Men+","","0","units","0","","26.1.66.2","52450","","","","0"
"2021","Quebec","2021A000224","2021","51","Women+","","0","units","0","","26.1.66.3","51650","","","","0"
"2021","Quebec","2021A000224","2021","52","Total - Gender","","0","units","0","","26.1.67.1","102740","","","","0"
"2021","Quebec","2021A000224","2021","52","Men+","","0","units","0","","26.1.67.2","51735","","","","0"
"2021","Quebec","2021A000224","2021","52","Women+","","0","units","0","","26.1.67.3","51000","","","","0"
"2021","Quebec","2021A000224","2021","53","Total - Gender","","0","units","0","","26.1.68.1","104070","","","","0"
"2021","Quebec","2021A000224","2021","53","Men+","","0","units","0","","26.1.68.2","51950","","","","0"
"2021","Quebec","2021A000224","2021","53","Women+","","0","units","0","","26.1.68.3","52115","","","","0"
"2021","Quebec","2021A000224","2021","54","Total - Gender","","0","units","0","","26.1.69.1","107865","","","","0"
"2021","Quebec","2021A000224","2021","54","Men+","","0","units","0","","26.1.69.2","54065","","","","0"
"2021","Quebec","2021A000224","2021","54","Women+","","0","units","0","","26.1.69.3","53800","","","","0"
"2021","Quebec","2021A000224","2021","55 to 59 years","Total - Gender","","0","units","0","","26.1.70.1","615690","","","","0"
"2021","Quebec","2021A000224","2021","55 to 59 years","Men+","","0","units","0","","26.1.70.2","307230","","","","0"
"2021","Quebec","2021A000224","2021","55 to 59 years","Women+","","0","units","0","","26.1.70.3","308460","","","","0"
"2021","Quebec","2021A000224","2021","55","Total - Gender","","0","units","0","","26.1.71.1","114540","","","","0"
"2021","Quebec","2021A000224","2021","55","Men+","","0","units","0","","26.1.71.2","57475","","","","0"
"2021","Quebec","2021A000224","2021","55","Women+","","0","units","0","","26.1.71.3","57065","","","","0"
"2021","Quebec","2021A000224","2021","56","Total - Gender","","0","units","0","","26.1.72.1","124420","","","","0"
"2021","Quebec","2021A000224","2021","56","Men+","","0","units","0","","26.1.72.2","62065","","","","0"
"2021","Quebec","2021A000224","2021","56","Women+","","0","units","0","","26.1.72.3","62360","","","","0"
"2021","Quebec","2021A000224","2021","57","Total - Gender","","0","units","0","","26.1.73.1","124920","","","","0"
"2021","Quebec","2021A000224","2021","57","Men+","","0","units","0","","26.1.73.2","62405","","","","0"
"2021","Quebec","2021A000224","2021","57","Women+","","0","units","0","","26.1.73.3","62515","","","","0"
"2021","Quebec","2021A000224","2021","58","Total - Gender","","0","units","0","","26.1.74.1","127135","","","","0"
"2021","Quebec","2021A000224","2021","58","Men+","","0","units","0","","26.1.74.2","63085","","","","0"
"2021","Quebec","2021A000224","2021","58","Women+","","0","units","0","","26.1.74.3","64050","","","","0"
"2021","Quebec","2021A000224","2021","59","Total - Gender","","0","units","0","","26.1.75.1","124680","","","","0"
"2021","Quebec","2021A000224","2021","59","Men+","","0","units","0","","26.1.75.2","62205","","","","0"
"2021","Quebec","2021A000224","2021","59","Women+","","0","units","0","","26.1.75.3","62475","","","","0"
"2021","Quebec","2021A000224","2021","60 to 64 years","Total - Gender","","0","units","0","","26.1.76.1","625610","","","","0"
"2021","Quebec","2021A000224","2021","60 to 64 years","Men+","","0","units","0","","26.1.76.2","307715","","","","0"
"2021","Quebec","2021A000224","2021","60 to 64 years","Women+","","0","units","0","","26.1.76.3","317900","","","","0"
"2021","Quebec","2021A000224","2021","60","Total - Gender","","0","units","0","","26.1.77.1","128115","","","","0"
"2021","Quebec","2021A000224","2021","60","Men+","","0","units","0","","26.1.77.2","63525","","","","0"
"2021","Quebec","2021A000224","2021","60","Women+","","0","units","0","","26.1.77.3","64595","","","","0"
"2021","Quebec","2021A000224","2021","61","Total - Gender","","0","units","0","","26.1.78.1","126480","","","","0"
"2021","Quebec","2021A000224","2021","61","Men+","","0","units","0","","26.1.78.2","62100","","","","0"
"2021","Quebec","2021A000224","2021","61","Women+","","0","units","0","","26.1.78.3","64380","","","","0"
"2021","Quebec","2021A000224","2021","62","Total - Gender","","0","units","0","","26.1.79.1","125440","","","","0"
"2021","Quebec","2021A000224","2021","62","Men+","","0","units","0","","26.1.79.2","61455","","","","0"
"2021","Quebec","2021A000224","2021","62","Women+","","0","units","0","","26.1.79.3","63985","","","","0"
"2021","Quebec","2021A000224","2021","63","Total - Gender","","0","units","0","","26.1.80.1","124435","","","","0"
"2021","Quebec","2021A000224","2021","63","Men+","","0","units","0","","26.1.80.2","61175","","","","0"
"2021","Quebec","2021A000224","2021","63","Women+","","0","units","0","","26.1.80.3","63260","","","","0"
"2021","Quebec","2021A000224","2021","64 ","Total - Gender","","0","units","0","","26.1.81.1","121135","","","","0"
"2021","Quebec","2021A000224","2021","64 ","Men+","","0","units","0","","26.1.81.2","59455","","","","0"
"2021","Quebec","2021A000224","2021","64 ","Women+","","0","units","0","","26.1.81.3","61680","","","","0"
"2021","Quebec","2021A000224","2021","65 years and over","Total - Gender","","0","units","0","","26.1.82.1","1753530","","","","0"
"2021","Quebec","2021A000224","2021","65 years and over","Men+","","0","units","0","","26.1.82.2","801920","","","","0"
"2021","Quebec","2021A000224","2021","65 years and over","Women+","","0","units","0","","26.1.82.3","951605","","","","0"
"2021","Quebec","2021A000224","2021","65 to 69 years","Total - Gender","","0","units","0","","26.1.83.1","541970","","","","0"
"2021","Quebec","2021A000224","2021","65 to 69 years","Men+","","0","units","0","","26.1.83.2","264020","","","","0"
"2021","Quebec","2021A000224","2021","65 to 69 years","Women+","","0","units","0","","26.1.83.3","277950","","","","0"
"2021","Quebec","2021A000224","2021","65","Total - Gender","","0","units","0","","26.1.84.1","115125","","","","0"
"2021","Quebec","2021A000224","2021","65","Men+","","0","units","0","","26.1.84.2","56525","","","","0"
"2021","Quebec","2021A000224","2021","65","Women+","","0","units","0","","26.1.84.3","58590","","","","0"
"2021","Quebec","2021A000224","2021","66","Total - Gender","","0","units","0","","26.1.85.1","114905","","","","0"
"2021","Quebec","2021A000224","2021","66","Men+","","0","units","0","","26.1.85.2","56150","","","","0"
"2021","Quebec","2021A000224","2021","66","Women+","","0","units","0","","26.1.85.3","58755","","","","0"
"2021","Quebec","2021A000224","2021","67","Total - Gender","","0","units","0","","26.1.86.1","109340","","","","0"
"2021","Quebec","2021A000224","2021","67","Men+","","0","units","0","","26.1.86.2","53110","","","","0"
"2021","Quebec","2021A000224","2021","67","Women+","","0","units","0","","26.1.86.3","56225","","","","0"
"2021","Quebec","2021A000224","2021","68","Total - Gender","","0","units","0","","26.1.87.1","103100","","","","0"
"2021","Quebec","2021A000224","2021","68","Men+","","0","units","0","","26.1.87.2","49940","","","","0"
"2021","Quebec","2021A000224","2021","68","Women+","","0","units","0","","26.1.87.3","53165","","","","0"
"2021","Quebec","2021A000224","2021","69","Total - Gender","","0","units","0","","26.1.88.1","99500","","","","0"
"2021","Quebec","2021A000224","2021","69","Men+","","0","units","0","","26.1.88.2","48285","","","","0"
"2021","Quebec","2021A000224","2021","69","Women+","","0","units","0","","26.1.88.3","51215","","","","0"
"2021","Quebec","2021A000224","2021","70 to 74 years","Total - Gender","","0","units","0","","26.1.89.1","455895","","","","0"
"2021","Quebec","2021A000224","2021","70 to 74 years","Men+","","0","units","0","","26.1.89.2","217985","","","","0"
"2021","Quebec","2021A000224","2021","70 to 74 years","Women+","","0","units","0","","26.1.89.3","237910","","","","0"
