pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,numtotal_dose4_administered,updated
35,Ontario,2022-11-28,36440970,2022-11-27,12470747,12004955,7664998,3268319,1
24,Quebec,2022-11-28,22273768,2022-11-21,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-28,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-28,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-28,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-28,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-28,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-28,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-28,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-28,94767610,2022-11-28,32560998,31221573,19541068,8759694,1
59,British Columbia,2022-11-29,13759603,2022-11-19,4573928,4423626,2938061,1524809,0
48,Alberta,2022-11-29,9697929,2022-11-21,3639197,3438112,1787261,833359,0
47,Saskatchewan,2022-11-29,2758715,2022-11-19,989018,923949,525167,320581,0
46,Manitoba,2022-11-29,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-29,36468783,2022-11-28,12471388,12005612,7666797,3280617,1
24,Quebec,2022-11-29,22273768,2022-11-21,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-11-29,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-29,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-29,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-29,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-29,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-29,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-29,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-29,94795423,2022-11-29,32561639,31222230,19542867,8771992,1
59,British Columbia,2022-11-30,13759603,2022-11-19,4573928,4423626,2938061,1524809,0
48,Alberta,2022-11-30,9734651,2022-11-28,3640373,3439462,1792346,862470,1
47,Saskatchewan,2022-11-30,2758715,2022-11-19,989018,923949,525167,320581,0
46,Manitoba,2022-11-30,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-11-30,36493483,2022-11-29,12471982,12006300,7668442,3292137,1
24,Quebec,2022-11-30,22400710,2022-11-28,7354545,7059273,4585306,2037792,1
13,New Brunswick,2022-11-30,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-11-30,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-11-30,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-11-30,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-11-30,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-11-30,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-11-30,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-11-30,94983787,2022-11-30,32563409,31224268,19549597,8812623,1
59,British Columbia,2022-12-01,13857145,2022-11-26,4577553,4426867,2947265,1573760,1
48,Alberta,2022-12-01,9734651,2022-11-28,3640373,3439462,1792346,862470,0
47,Saskatchewan,2022-12-01,2758715,2022-11-19,989018,923949,525167,320581,0
46,Manitoba,2022-12-01,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-12-01,36518447,2022-11-30,12472509,12006922,7670193,3303377,1
24,Quebec,2022-12-01,22400710,2022-11-28,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-01,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-12-01,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-12-01,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-12-01,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-12-01,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-12-01,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-12-01,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-12-01,95106293,2022-12-01,32567561,31228131,19560552,8872814,1
59,British Columbia,2022-12-02,13857145,2022-11-26,4577553,4426867,2947265,1573760,0
48,Alberta,2022-12-02,9734651,2022-11-28,3640373,3439462,1792346,862470,0
47,Saskatchewan,2022-12-02,2758715,2022-11-19,989018,923949,525167,320581,0
46,Manitoba,2022-12-02,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-12-02,36543876,2022-12-01,12473096,12007696,7672123,3315174,1
24,Quebec,2022-12-02,22400710,2022-11-28,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-02,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-12-02,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-12-02,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-12-02,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-12-02,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-12-02,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-12-02,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-12-02,95131722,2022-12-02,32568148,31228905,19562482,8884611,1
59,British Columbia,2022-12-03,13857145,2022-11-26,4577553,4426867,2947265,1573760,0
48,Alberta,2022-12-03,9734651,2022-11-28,3640373,3439462,1792346,862470,0
47,Saskatchewan,2022-12-03,2758715,2022-11-19,989018,923949,525167,320581,0
46,Manitoba,2022-12-03,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-12-03,36559078,2022-12-02,12473593,12008300,7673793,3322985,1
24,Quebec,2022-12-03,22400710,2022-11-28,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-03,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-12-03,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-12-03,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-12-03,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-12-03,104329,2022-11-06,37823,36844,21174,7902,0
61,Northwest Territories,2022-12-03,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-12-03,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-12-03,95146924,2022-12-03,32568645,31229509,19564152,8892422,1
59,British Columbia,2022-12-04,13857145,2022-11-26,4577553,4426867,2947265,1573760,0
48,Alberta,2022-12-04,9734651,2022-11-28,3640373,3439462,1792346,862470,0
47,Saskatchewan,2022-12-04,2758715,2022-11-19,989018,923949,525167,320581,0
46,Manitoba,2022-12-04,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-12-04,36565915,2022-12-03,12473763,12008454,7674526,3326704,1
24,Quebec,2022-12-04,22400710,2022-11-28,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-04,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-12-04,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-12-04,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-12-04,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-12-04,107126,2022-12-04,37887,36903,21448,9385,1
61,Northwest Territories,2022-12-04,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-12-04,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-12-04,95156558,2022-12-04,32568879,31229722,19565159,8897624,1
59,British Columbia,2022-12-05,13857145,2022-11-26,4577553,4426867,2947265,1573760,0
48,Alberta,2022-12-05,9734651,2022-11-28,3640373,3439462,1792346,862470,0
47,Saskatchewan,2022-12-05,2758715,2022-11-19,989018,923949,525167,320581,0
46,Manitoba,2022-12-05,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-12-05,36586154,2022-12-04,12474182,12008799,7675871,3335866,1
24,Quebec,2022-12-05,22400710,2022-11-28,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-05,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-12-05,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-12-05,420016,2022-11-06,152210,145683,86335,35788,0
10,Newfoundland and Labrador,2022-12-05,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-12-05,107126,2022-12-04,37887,36903,21448,9385,0
61,Northwest Territories,2022-12-05,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-12-05,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-12-05,95176797,2022-12-05,32569298,31230067,19566504,8906786,1
59,British Columbia,2022-12-06,13857145,2022-11-26,4577553,4426867,2947265,1573760,0
48,Alberta,2022-12-06,9734651,2022-11-28,3640373,3439462,1792346,862470,0
47,Saskatchewan,2022-12-06,2758715,2022-11-19,989018,923949,525167,320581,0
46,Manitoba,2022-12-06,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-12-06,36610767,2022-12-05,12474735,12009404,7677529,3346478,1
24,Quebec,2022-12-06,22400710,2022-11-28,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-06,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-12-06,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-12-06,426454,2022-12-04,152764,145939,86858,40893,1
10,Newfoundland and Labrador,2022-12-06,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-12-06,107126,2022-12-04,37887,36903,21448,9385,0
61,Northwest Territories,2022-12-06,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-12-06,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-12-06,95207848,2022-12-06,32570405,31230928,19568685,8922503,1
59,British Columbia,2022-12-07,13857145,2022-11-26,4577553,4426867,2947265,1573760,0
48,Alberta,2022-12-07,9762868,2022-12-05,3641444,3440626,1796273,884525,1
47,Saskatchewan,2022-12-07,2758715,2022-11-19,989018,923949,525167,320581,0
46,Manitoba,2022-12-07,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-12-07,36633803,2022-12-06,12475299,12009926,7679271,3356492,1
24,Quebec,2022-12-07,22510687,2022-12-04,7354545,7059273,4585306,2037792,1
13,New Brunswick,2022-12-07,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-12-07,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-12-07,426454,2022-12-04,152764,145939,86858,40893,0
10,Newfoundland and Labrador,2022-12-07,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-12-07,107126,2022-12-04,37887,36903,21448,9385,0
61,Northwest Territories,2022-12-07,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-12-07,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-12-07,95369078,2022-12-07,32572040,31232614,19574354,8954572,1
59,British Columbia,2022-12-08,13936791,2022-12-02,4588429,4431867,2954692,1606669,1
48,Alberta,2022-12-08,9762868,2022-12-05,3641444,3440626,1796273,884525,0
47,Saskatchewan,2022-12-08,2782502,2022-12-03,990332,925007,527731,339432,1
46,Manitoba,2022-12-08,3197986,2022-11-06,1158405,1108033,636161,249553,0
35,Ontario,2022-12-08,36657003,2022-12-07,12475934,12010512,7680872,3366544,1
24,Quebec,2022-12-08,22510687,2022-12-04,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-08,1961268,2022-11-06,704710,665111,405886,163498,0
12,Nova Scotia,2022-12-08,2567494,2022-11-06,909865,863327,547677,210362,0
11,Prince Edward Island,2022-12-08,426454,2022-12-04,152764,145939,86858,40893,0
10,Newfoundland and Labrador,2022-12-08,1395894,2022-11-06,496351,482240,305637,100312,0
60,Yukon,2022-12-08,107126,2022-12-04,37887,36903,21448,9385,0
61,Northwest Territories,2022-12-08,106821,2022-11-06,41351,39898,20829,4548,0
62,Nunavut,2022-12-08,82817,2022-11-06,32848,30522,16576,2871,0
1,Canada,2022-12-08,95495711,2022-12-08,32584865,31239258,19585946,9016384,1
59,British Columbia,2022-12-09,13936791,2022-12-02,4588429,4431867,2954692,1606669,0
48,Alberta,2022-12-09,9762868,2022-12-05,3641444,3440626,1796273,884525,0
47,Saskatchewan,2022-12-09,2782502,2022-12-03,990332,925007,527731,339432,0
46,Manitoba,2022-12-09,3279590,2022-12-04,1160793,1109936,643947,287614,1
35,Ontario,2022-12-09,36679471,2022-12-08,12476444,12011121,7682479,3376750,1
24,Quebec,2022-12-09,22510687,2022-12-04,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-09,2002924,2022-12-04,704971,665470,407935,180322,1
12,Nova Scotia,2022-12-09,2619206,2022-12-04,911315,865157,551932,240107,1
11,Prince Edward Island,2022-12-09,426454,2022-12-04,152764,145939,86858,40893,0
10,Newfoundland and Labrador,2022-12-09,1395894,2022-12-04,496351,482240,305637,100312,1
60,Yukon,2022-12-09,107126,2022-12-04,37887,36903,21448,9385,0
61,Northwest Territories,2022-12-09,111759,2022-12-04,42757,40812,21332,6321,1
62,Nunavut,2022-12-09,83589,2022-12-04,32887,30578,16734,3390,1
1,Canada,2022-12-09,95698861,2022-12-09,32590919,31244929,19602304,9113512,1
59,British Columbia,2022-12-10,13936791,2022-12-02,4588429,4431867,2954692,1606669,0
48,Alberta,2022-12-10,9762868,2022-12-05,3641444,3440626,1796273,884525,0
47,Saskatchewan,2022-12-10,2782502,2022-12-03,990332,925007,527731,339432,0
46,Manitoba,2022-12-10,3279590,2022-12-04,1160793,1109936,643947,287614,0
35,Ontario,2022-12-10,36693613,2022-12-09,12476992,12011920,7684031,3383491,1
24,Quebec,2022-12-10,22510687,2022-12-04,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-10,2002924,2022-12-04,704971,665470,407935,180322,0
12,Nova Scotia,2022-12-10,2619206,2022-12-04,911315,865157,551932,240107,0
11,Prince Edward Island,2022-12-10,426454,2022-12-04,152764,145939,86858,40893,0
10,Newfoundland and Labrador,2022-12-10,1395894,2022-12-04,496351,482240,305637,100312,0
60,Yukon,2022-12-10,107126,2022-12-04,37887,36903,21448,9385,0
61,Northwest Territories,2022-12-10,111759,2022-12-04,42757,40812,21332,6321,0
62,Nunavut,2022-12-10,83589,2022-12-04,32887,30578,16734,3390,0
1,Canada,2022-12-10,95713003,2022-12-10,32591467,31245728,19603856,9120253,1
59,British Columbia,2022-12-11,13936791,2022-12-02,4588429,4431867,2954692,1606669,0
48,Alberta,2022-12-11,9762868,2022-12-05,3641444,3440626,1796273,884525,0
47,Saskatchewan,2022-12-11,2782502,2022-12-03,990332,925007,527731,339432,0
46,Manitoba,2022-12-11,3279590,2022-12-04,1160793,1109936,643947,287614,0
35,Ontario,2022-12-11,36699101,2022-12-10,12477143,12012079,7684611,3386403,1
24,Quebec,2022-12-11,22510687,2022-12-04,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-11,2002924,2022-12-04,704971,665470,407935,180322,0
12,Nova Scotia,2022-12-11,2619206,2022-12-04,911315,865157,551932,240107,0
11,Prince Edward Island,2022-12-11,426454,2022-12-04,152764,145939,86858,40893,0
10,Newfoundland and Labrador,2022-12-11,1395894,2022-12-04,496351,482240,305637,100312,0
60,Yukon,2022-12-11,107126,2022-12-04,37887,36903,21448,9385,0
61,Northwest Territories,2022-12-11,111759,2022-12-04,42757,40812,21332,6321,0
62,Nunavut,2022-12-11,83589,2022-12-04,32887,30578,16734,3390,0
1,Canada,2022-12-11,95718491,2022-12-11,32591618,31245887,19604436,9123165,1
59,British Columbia,2022-12-12,13936791,2022-12-02,4588429,4431867,2954692,1606669,0
48,Alberta,2022-12-12,9762868,2022-12-05,3641444,3440626,1796273,884525,0
47,Saskatchewan,2022-12-12,2782502,2022-12-03,990332,925007,527731,339432,0
46,Manitoba,2022-12-12,3279590,2022-12-04,1160793,1109936,643947,287614,0
35,Ontario,2022-12-12,36716773,2022-12-11,12477522,12012440,7685708,3394232,1
24,Quebec,2022-12-12,22510687,2022-12-04,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-12,2002924,2022-12-04,704971,665470,407935,180322,0
12,Nova Scotia,2022-12-12,2619206,2022-12-04,911315,865157,551932,240107,0
11,Prince Edward Island,2022-12-12,426454,2022-12-04,152764,145939,86858,40893,0
10,Newfoundland and Labrador,2022-12-12,1395894,2022-12-04,496351,482240,305637,100312,0
60,Yukon,2022-12-12,107126,2022-12-04,37887,36903,21448,9385,0
61,Northwest Territories,2022-12-12,111759,2022-12-04,42757,40812,21332,6321,0
62,Nunavut,2022-12-12,83589,2022-12-04,32887,30578,16734,3390,0
1,Canada,2022-12-12,95736163,2022-12-12,32591997,31246248,19605533,9130994,1
59,British Columbia,2022-12-13,13936791,2022-12-02,4588429,4431867,2954692,1606669,0
48,Alberta,2022-12-13,9762868,2022-12-05,3641444,3440626,1796273,884525,0
47,Saskatchewan,2022-12-13,2782502,2022-12-03,990332,925007,527731,339432,0
46,Manitoba,2022-12-13,3279590,2022-12-04,1160793,1109936,643947,287614,0
35,Ontario,2022-12-13,36737952,2022-12-12,12478035,12012988,7687143,3403235,1
24,Quebec,2022-12-13,22510687,2022-12-04,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-13,2002924,2022-12-04,704971,665470,407935,180322,0
12,Nova Scotia,2022-12-13,2619206,2022-12-04,911315,865157,551932,240107,0
11,Prince Edward Island,2022-12-13,426454,2022-12-04,152764,145939,86858,40893,0
10,Newfoundland and Labrador,2022-12-13,1395894,2022-12-04,496351,482240,305637,100312,0
60,Yukon,2022-12-13,107126,2022-12-04,37887,36903,21448,9385,0
61,Northwest Territories,2022-12-13,111759,2022-12-04,42757,40812,21332,6321,0
62,Nunavut,2022-12-13,83589,2022-12-04,32887,30578,16734,3390,0
1,Canada,2022-12-13,95757342,2022-12-13,32592510,31246796,19606968,9139997,1
59,British Columbia,2022-12-14,13936791,2022-12-02,4588429,4431867,2954692,1606669,0
48,Alberta,2022-12-14,9790748,2022-12-12,3642508,3441785,1799841,906614,1
47,Saskatchewan,2022-12-14,2782502,2022-12-03,990332,925007,527731,339432,0
46,Manitoba,2022-12-14,3279590,2022-12-04,1160793,1109936,643947,287614,0
35,Ontario,2022-12-14,36759747,2022-12-13,12478567,12013600,7688682,3412272,1
24,Quebec,2022-12-14,22614981,2022-12-11,7354545,7059273,4585306,2037792,1
13,New Brunswick,2022-12-14,2002924,2022-12-04,704971,665470,407935,180322,0
12,Nova Scotia,2022-12-14,2619206,2022-12-04,911315,865157,551932,240107,0
11,Prince Edward Island,2022-12-14,426454,2022-12-04,152764,145939,86858,40893,0
10,Newfoundland and Labrador,2022-12-14,1395894,2022-12-04,496351,482240,305637,100312,0
60,Yukon,2022-12-14,107126,2022-12-04,37887,36903,21448,9385,0
61,Northwest Territories,2022-12-14,111759,2022-12-04,42757,40812,21332,6321,0
62,Nunavut,2022-12-14,83589,2022-12-04,32887,30578,16734,3390,0
1,Canada,2022-12-14,95911311,2022-12-14,32594106,31248567,19612075,9171123,1
59,British Columbia,2022-12-15,13936791,2022-12-02,4588429,4431867,2954692,1606669,0
48,Alberta,2022-12-15,9790748,2022-12-12,3642508,3441785,1799841,906614,0
47,Saskatchewan,2022-12-15,2782502,2022-12-03,990332,925007,527731,339432,0
46,Manitoba,2022-12-15,3279590,2022-12-04,1160793,1109936,643947,287614,0
35,Ontario,2022-12-15,36775872,2022-12-14,12478945,12014059,7689691,3419048,1
24,Quebec,2022-12-15,22614981,2022-12-11,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-15,2002924,2022-12-04,704971,665470,407935,180322,0
12,Nova Scotia,2022-12-15,2619206,2022-12-04,911315,865157,551932,240107,0
11,Prince Edward Island,2022-12-15,426454,2022-12-04,152764,145939,86858,40893,0
10,Newfoundland and Labrador,2022-12-15,1395894,2022-12-04,496351,482240,305637,100312,0
60,Yukon,2022-12-15,107126,2022-12-04,37887,36903,21448,9385,0
61,Northwest Territories,2022-12-15,111759,2022-12-04,42757,40812,21332,6321,0
62,Nunavut,2022-12-15,83589,2022-12-04,32887,30578,16734,3390,0
1,Canada,2022-12-15,95927436,2022-12-15,32594484,31249026,19613084,9177899,1
59,British Columbia,2022-12-16,13997062,2022-12-10,4592917,4434474,2961092,1633764,1
48,Alberta,2022-12-16,9790748,2022-12-12,3642508,3441785,1799841,906614,0
47,Saskatchewan,2022-12-16,2782502,2022-12-03,990332,925007,527731,339432,0
46,Manitoba,2022-12-16,3279590,2022-12-04,1160793,1109936,643947,287614,0
35,Ontario,2022-12-16,36794399,2022-12-15,12479503,12014574,7690895,3427244,1
24,Quebec,2022-12-16,22614981,2022-12-11,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-16,2002924,2022-12-04,704971,665470,407935,180322,0
12,Nova Scotia,2022-12-16,2619206,2022-12-04,911315,865157,551932,240107,0
11,Prince Edward Island,2022-12-16,426454,2022-12-04,152764,145939,86858,40893,0
10,Newfoundland and Labrador,2022-12-16,1395894,2022-12-04,496351,482240,305637,100312,0
60,Yukon,2022-12-16,107126,2022-12-04,37887,36903,21448,9385,0
61,Northwest Territories,2022-12-16,111759,2022-12-04,42757,40812,21332,6321,0
62,Nunavut,2022-12-16,83589,2022-12-04,32887,30578,16734,3390,0
1,Canada,2022-12-16,96006234,2022-12-16,32599530,31252148,19620688,9213190,1
59,British Columbia,2022-12-17,13997062,2022-12-10,4592917,4434474,2961092,1633764,0
48,Alberta,2022-12-17,9790748,2022-12-12,3642508,3441785,1799841,906614,0
47,Saskatchewan,2022-12-17,2782502,2022-12-03,990332,925007,527731,339432,0
46,Manitoba,2022-12-17,3279590,2022-12-04,1160793,1109936,643947,287614,0
35,Ontario,2022-12-17,36806963,2022-12-16,12480032,12015385,7692171,3433100,1
24,Quebec,2022-12-17,22614981,2022-12-11,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-17,2002924,2022-12-04,704971,665470,407935,180322,0
12,Nova Scotia,2022-12-17,2619206,2022-12-04,911315,865157,551932,240107,0
11,Prince Edward Island,2022-12-17,426454,2022-12-04,152764,145939,86858,40893,0
10,Newfoundland and Labrador,2022-12-17,1395894,2022-12-04,496351,482240,305637,100312,0
60,Yukon,2022-12-17,107126,2022-12-04,37887,36903,21448,9385,0
61,Northwest Territories,2022-12-17,111759,2022-12-04,42757,40812,21332,6321,0
62,Nunavut,2022-12-17,83589,2022-12-04,32887,30578,16734,3390,0
1,Canada,2022-12-17,96018798,2022-12-17,32600059,31252959,19621964,9219046,1
59,British Columbia,2022-12-18,13997062,2022-12-10,4592917,4434474,2961092,1633764,0
48,Alberta,2022-12-18,9790748,2022-12-12,3642508,3441785,1799841,906614,0
47,Saskatchewan,2022-12-18,2782502,2022-12-03,990332,925007,527731,339432,0
46,Manitoba,2022-12-18,3279590,2022-12-04,1160793,1109936,643947,287614,0
35,Ontario,2022-12-18,36811521,2022-12-17,12480166,12015503,7692608,3435386,1
24,Quebec,2022-12-18,22614981,2022-12-11,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-18,2002924,2022-12-04,704971,665470,407935,180322,0
12,Nova Scotia,2022-12-18,2619206,2022-12-04,911315,865157,551932,240107,0
11,Prince Edward Island,2022-12-18,426454,2022-12-04,152764,145939,86858,40893,0
10,Newfoundland and Labrador,2022-12-18,1395894,2022-12-04,496351,482240,305637,100312,0
60,Yukon,2022-12-18,107126,2022-12-04,37887,36903,21448,9385,0
61,Northwest Territories,2022-12-18,111759,2022-12-04,42757,40812,21332,6321,0
62,Nunavut,2022-12-18,83589,2022-12-04,32887,30578,16734,3390,0
1,Canada,2022-12-18,96023356,2022-12-18,32600193,31253077,19622401,9221332,1
59,British Columbia,2022-12-19,13997062,2022-12-10,4592917,4434474,2961092,1633764,0
48,Alberta,2022-12-19,9790748,2022-12-12,3642508,3441785,1799841,906614,0
47,Saskatchewan,2022-12-19,2782502,2022-12-03,990332,925007,527731,339432,0
46,Manitoba,2022-12-19,3279590,2022-12-04,1160793,1109936,643947,287614,0
35,Ontario,2022-12-19,36827553,2022-12-18,12480667,12015973,7693654,3442407,1
24,Quebec,2022-12-19,22614981,2022-12-11,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-19,2002924,2022-12-04,704971,665470,407935,180322,0
12,Nova Scotia,2022-12-19,2619206,2022-12-04,911315,865157,551932,240107,0
11,Prince Edward Island,2022-12-19,426454,2022-12-04,152764,145939,86858,40893,0
10,Newfoundland and Labrador,2022-12-19,1395894,2022-12-04,496351,482240,305637,100312,0
60,Yukon,2022-12-19,107126,2022-12-04,37887,36903,21448,9385,0
61,Northwest Territories,2022-12-19,111759,2022-12-04,42757,40812,21332,6321,0
62,Nunavut,2022-12-19,83589,2022-12-04,32887,30578,16734,3390,0
1,Canada,2022-12-19,96039388,2022-12-19,32600694,31253547,19623447,9228353,1
59,British Columbia,2022-12-20,13997062,2022-12-10,4592917,4434474,2961092,1633764,0
48,Alberta,2022-12-20,9790748,2022-12-12,3642508,3441785,1799841,906614,0
47,Saskatchewan,2022-12-20,2782502,2022-12-03,990332,925007,527731,339432,0
46,Manitoba,2022-12-20,3279590,2022-12-04,1160793,1109936,643947,287614,0
35,Ontario,2022-12-20,36845709,2022-12-19,12481210,12016534,7694902,3450413,1
24,Quebec,2022-12-20,22614981,2022-12-11,7354545,7059273,4585306,2037792,0
13,New Brunswick,2022-12-20,2002924,2022-12-04,704971,665470,407935,180322,0
12,Nova Scotia,2022-12-20,2619206,2022-12-04,911315,865157,551932,240107,0
11,Prince Edward Island,2022-12-20,426454,2022-12-04,152764,145939,86858,40893,0
10,Newfoundland and Labrador,2022-12-20,1395894,2022-12-04,496351,482240,305637,100312,0
60,Yukon,2022-12-20,107126,2022-12-04,37887,36903,21448,9385,0
61,Northwest Territories,2022-12-20,111759,2022-12-04,42757,40812,21332,6321,0
62,Nunavut,2022-12-20,83589,2022-12-04,32887,30578,16734,3390,0
1,Canada,2022-12-20,96057544,2022-12-20,32601237,31254108,19624695,9236359,1
59,British Columbia,2022-12-21,13997062,2022-12-10,4592917,4434474,2961092,1633764,0
48,Alberta,2022-12-21,9818705,2022-12-19,3643413,3442774,1803054,929464,1
47,Saskatchewan,2022-12-21,2782502,2022-12-03,990332,925007,527731,339432,0
46,Manitoba,2022-12-21,3279590,2022-12-04,1160793,1109936,643947,287614,0
35,Ontario,2022-12-21,36864061,2022-12-20,12481787,12017129,7696593,3458243,1
24,Quebec,2022-12-21,22711484,2022-12-18,7354545,7059273,4585306,2037792,1
13,New Brunswick,2022-12-21,2002924,2022-12-04,704971,665470,407935,180322,0
12,Nova Scotia,2022-12-21,2619206,2022-12-04,911315,865157,551932,240107,0
11,Prince Edward Island,2022-12-21,426454,2022-12-04,152764,145939,86858,40893,0
10,Newfoundland and Labrador,2022-12-21,1395894,2022-12-04,496351,482240,305637,100312,0
60,Yukon,2022-12-21,107126,2022-12-04,37887,36903,21448,9385,0
61,Northwest Territories,2022-12-21,111759,2022-12-04,42757,40812,21332,6321,0
62,Nunavut,2022-12-21,83589,2022-12-04,32887,30578,16734,3390,0
1,Canada,2022-12-21,96200356,2022-12-21,32602719,31255692,19629599,9267039,1
